commentId,comment,classification,comment_processed,word_phrase_list,different,rebelliously,rebelliously worth,worth,plant,similarity_score
148664,"Dr. Grosso wasn?t forthwith about Breast Implant Illness, as well as not disclosing his lack of experience with other breast reconstructive methodologies.",1,immediately breast plant illness disclose lack experience breast reconstructive methodology,"['immediately', 'immediately breast', 'immediately breast plant', 'immediately breast plant illness', 'immediately breast plant illness disclose', 'immediately breast plant illness disclose lack', 'immediately breast plant illness disclose lack experience', 'immediately breast plant illness disclose lack experience breast', 'immediately breast plant illness disclose lack experience breast reconstructive', 'immediately breast plant illness disclose lack experience breast reconstructive methodology', 'breast', 'breast plant', 'breast plant illness', 'breast plant illness disclose', 'breast plant illness disclose lack', 'breast plant illness disclose lack experience', 'breast plant illness disclose lack experience breast', 'breast plant illness disclose lack experience breast reconstructive', 'breast plant illness disclose lack experience breast reconstructive methodology', 'plant', 'plant illness', 'plant illness disclose', 'plant illness disclose lack', 'plant illness disclose lack experience', 'plant illness disclose lack experience breast', 'plant illness disclose lack experience breast reconstructive', 'plant illness disclose lack experience breast reconstructive methodology', 'illness', 'illness disclose', 'illness disclose lack', 'illness disclose lack experience', 'illness disclose lack experience breast', 'illness disclose lack experience breast reconstructive', 'illness disclose lack experience breast reconstructive methodology', 'disclose', 'disclose lack', 'disclose lack experience', 'disclose lack experience breast', 'disclose lack experience breast reconstructive', 'disclose lack experience breast reconstructive methodology', 'lack', 'lack experience', 'lack experience breast', 'lack experience breast reconstructive', 'lack experience breast reconstructive methodology', 'experience', 'experience breast', 'experience breast reconstructive', 'experience breast reconstructive methodology', 'breast', 'breast reconstructive', 'breast reconstructive methodology', 'reconstructive', 'reconstructive methodology', 'methodology']",0,0,0,0,1,0.12195121951219513
167467,and then setting at another office with no guarantee that my mouth with accept the implant.,1,set office guarantee mouth accept plant,"['set', 'set office', 'set office guarantee', 'set office guarantee mouth', 'set office guarantee mouth accept', 'set office guarantee mouth accept plant', 'office', 'office guarantee', 'office guarantee mouth', 'office guarantee mouth accept', 'office guarantee mouth accept plant', 'guarantee', 'guarantee mouth', 'guarantee mouth accept', 'guarantee mouth accept plant', 'mouth', 'mouth accept', 'mouth accept plant', 'accept', 'accept plant', 'plant']",0,0,0,0,1,0.12195121951219513
144622,"The only thing we wish we had different was being able to see Dr. Levy at one of her appointments ,",1,thing wish different able appointment,"['thing', 'thing wish', 'thing wish different', 'thing wish different able', 'thing wish different able appointment', 'wish', 'wish different', 'wish different able', 'wish different able appointment', 'different', 'different able', 'different able appointment', 'able', 'able appointment', 'appointment']",1,0,0,0,0,0.12195121951219513
179985,and another fat transfer to fix it all from another Dr. It cost me about $17k and all worth it.,1,fat transfer fix dr cost k worth,"['fat', 'fat transfer', 'fat transfer fix', 'fat transfer fix dr', 'fat transfer fix dr cost', 'fat transfer fix dr cost k', 'fat transfer fix dr cost k worth', 'transfer', 'transfer fix', 'transfer fix dr', 'transfer fix dr cost', 'transfer fix dr cost k', 'transfer fix dr cost k worth', 'fix', 'fix dr', 'fix dr cost', 'fix dr cost k', 'fix dr cost k worth', 'dr', 'dr cost', 'dr cost k', 'dr cost k worth', 'cost', 'cost k', 'cost k worth', 'k', 'k worth', 'worth']",0,0,0,1,0,0.12195121951219513
181380,I now am going to a different place to see if they can dissolve the procedure I would have never,1,go different place dissolve procedure,"['go', 'go different', 'go different place', 'go different place dissolve', 'go different place dissolve procedure', 'different', 'different place', 'different place dissolve', 'different place dissolve procedure', 'place', 'place dissolve', 'place dissolve procedure', 'dissolve', 'dissolve procedure', 'procedure']",1,0,0,0,0,0.12195121951219513
70264,I love my breast implant sand always enjoy coming back to the office for follow-up appointments.,0,love breast plant sand enjoy come office follow appointment,"['love', 'love breast', 'love breast plant', 'love breast plant sand', 'love breast plant sand enjoy', 'love breast plant sand enjoy come', 'love breast plant sand enjoy come office', 'love breast plant sand enjoy come office follow', 'love breast plant sand enjoy come office follow appointment', 'breast', 'breast plant', 'breast plant sand', 'breast plant sand enjoy', 'breast plant sand enjoy come', 'breast plant sand enjoy come office', 'breast plant sand enjoy come office follow', 'breast plant sand enjoy come office follow appointment', 'plant', 'plant sand', 'plant sand enjoy', 'plant sand enjoy come', 'plant sand enjoy come office', 'plant sand enjoy come office follow', 'plant sand enjoy come office follow appointment', 'sand', 'sand enjoy', 'sand enjoy come', 'sand enjoy come office', 'sand enjoy come office follow', 'sand enjoy come office follow appointment', 'enjoy', 'enjoy come', 'enjoy come office', 'enjoy come office follow', 'enjoy come office follow appointment', 'come', 'come office', 'come office follow', 'come office follow appointment', 'office', 'office follow', 'office follow appointment', 'follow', 'follow appointment', 'appointment']",0,0,0,0,1,0.12195121951219513
93861,"and implant done at the same time, no pain , no swelling.",0,plant time pain swell,"['plant', 'plant time', 'plant time pain', 'plant time pain swell', 'time', 'time pain', 'time pain swell', 'pain', 'pain swell', 'swell']",0,0,0,0,1,0.12195121951219513
127677,Recommended to anyone needing or wanting a different dentistry...without being charged and arm and a leg!,0,recommend need want different dentistrywithout charge arm leg,"['recommend', 'recommend need', 'recommend need want', 'recommend need want different', 'recommend need want different dentistrywithout', 'recommend need want different dentistrywithout charge', 'recommend need want different dentistrywithout charge arm', 'recommend need want different dentistrywithout charge arm leg', 'need', 'need want', 'need want different', 'need want different dentistrywithout', 'need want different dentistrywithout charge', 'need want different dentistrywithout charge arm', 'need want different dentistrywithout charge arm leg', 'want', 'want different', 'want different dentistrywithout', 'want different dentistrywithout charge', 'want different dentistrywithout charge arm', 'want different dentistrywithout charge arm leg', 'different', 'different dentistrywithout', 'different dentistrywithout charge', 'different dentistrywithout charge arm', 'different dentistrywithout charge arm leg', 'dentistrywithout', 'dentistrywithout charge', 'dentistrywithout charge arm', 'dentistrywithout charge arm leg', 'charge', 'charge arm', 'charge arm leg', 'arm', 'arm leg', 'leg']",1,0,0,0,0,0.12195121951219513
179013,I wish he had told me that I should have gone bigger with my implants,1,wish tell go big plant,"['wish', 'wish tell', 'wish tell go', 'wish tell go big', 'wish tell go big plant', 'tell', 'tell go', 'tell go big', 'tell go big plant', 'go', 'go big', 'go big plant', 'big', 'big plant', 'plant']",0,0,0,0,1,0.12195121951219513
86864,"NOW, my breasts are different size (right is smaller than left).",1,breast different size right small leave,"['breast', 'breast different', 'breast different size', 'breast different size right', 'breast different size right small', 'breast different size right small leave', 'different', 'different size', 'different size right', 'different size right small', 'different size right small leave', 'size', 'size right', 'size right small', 'size right small leave', 'right', 'right small', 'right small leave', 'small', 'small leave', 'leave']",1,0,0,0,0,0.12195121951219513
142626,and l am happy l did because l did not feel any pain during my surgery which included a bone graft and two implants.,0,l happy l l feel pain surgery include bone graft plant,"['l', 'l happy', 'l happy l', 'l happy l l', 'l happy l l feel', 'l happy l l feel pain', 'l happy l l feel pain surgery', 'l happy l l feel pain surgery include', 'l happy l l feel pain surgery include bone', 'l happy l l feel pain surgery include bone graft', 'l happy l l feel pain surgery include bone graft plant', 'happy', 'happy l', 'happy l l', 'happy l l feel', 'happy l l feel pain', 'happy l l feel pain surgery', 'happy l l feel pain surgery include', 'happy l l feel pain surgery include bone', 'happy l l feel pain surgery include bone graft', 'happy l l feel pain surgery include bone graft plant', 'l', 'l l', 'l l feel', 'l l feel pain', 'l l feel pain surgery', 'l l feel pain surgery include', 'l l feel pain surgery include bone', 'l l feel pain surgery include bone graft', 'l l feel pain surgery include bone graft plant', 'l', 'l feel', 'l feel pain', 'l feel pain surgery', 'l feel pain surgery include', 'l feel pain surgery include bone', 'l feel pain surgery include bone graft', 'l feel pain surgery include bone graft plant', 'feel', 'feel pain', 'feel pain surgery', 'feel pain surgery include', 'feel pain surgery include bone', 'feel pain surgery include bone graft', 'feel pain surgery include bone graft plant', 'pain', 'pain surgery', 'pain surgery include', 'pain surgery include bone', 'pain surgery include bone graft', 'pain surgery include bone graft plant', 'surgery', 'surgery include', 'surgery include bone', 'surgery include bone graft', 'surgery include bone graft plant', 'include', 'include bone', 'include bone graft', 'include bone graft plant', 'bone', 'bone graft', 'bone graft plant', 'graft', 'graft plant', 'plant']",0,0,0,0,1,0.12195121951219513
